com.cimatickets	
com.cinaautoparts.www	
com.cinema4otaku	
com.cinmanews.www	
com.circassianews.www	{tur=1, ara=891, rus=5, eng=303}
com.cisco.www	{zho=2720, hun=9, fin=1, bis=1, kor=238, zul=4, dan=89, tur=1, rus=110, vie=9, fra=452, oci=3, deu=295, ita=155, gla=3, ukr=2, lat=34, ven=1, haw=1, lav=1, ile=1, glg=6, ell=1, spa=472, hrv=1, nno=6, slk=7, ceb=1, bos=1, pol=5, nor=19, ron=9, ces=27, ara=286, kin=3, por=302, kal=1, ind=16, eng=29540, san=1, crs=6, nld=234, jpn=6364, tha=11, afr=3, srp=3, msa=2, xho=7}
com.cital-suchen	
com.citroen-jo.ar	
com.citrusstv.ar-bh	
com.citrusstv.ar-sa	
com.citycentreajman.www	
com.citycentreajman.www	{eng=3}
com.citycentrealexandria.www	{eng=3}
com.citycentrebahrain.www	
com.citycentrebahrain.www	{eng=2}
com.citycentredeira.www	
com.citycentredeira.www	{eng=4}
com.citycentrefujairah.www	{eng=2}
com.citycentremirdif.www	
com.citycentremirdif.www	{ara=163, eng=115}
com.citycentremuscat.www	{eng=4}
com.citycentresharjah.www	
com.citycentresharjah.www	{eng=3}
com.cityexperiences.www	{zho=157, ell=21, heb=146, spa=79, sna=2, nld=115, jpn=159, hin=81, kor=86, dan=92, tur=110, ara=100, rus=67, por=117, vie=101, fra=112, deu=115, ita=116, msa=246, swa=96, lat=2, eng=3014}
com.cityrealtyturkey	{srp=1, tur=9, ara=13, snd=1, fas=22, eng=48}
com.citysaudi	{ara=103, eng=48}
com.cityvago.www	
com.civilizationstory	{ara=229}
com.ciyaye-kurmenc	
com.ckreci	{ara=247}
com.clarins.ae	{ara=354, fra=6, eng=813}
com.clashofclans-layouts	{zho=502, ara=914, rus=60, por=20, glg=22, fra=12, deu=1079, spa=119, ita=22, pol=33, eng=1163}
com.clasicooo	
com.classy-gallery.www	
com.clavier-arabe-plus.www	{ara=9, fra=9, eng=12}
com.clay-board	
com.clean-dubai	{ara=146, eng=9}
com.clean-hoouse.www	
com.clean-pestcontrol	{ara=163}
com.clean-up-1.www	{ara=392}
com.cleaning-ajman	{ara=382, eng=2}
com.cleaning-company-emarat	{ara=724, eng=1}
com.cleaning-company-emirates	{ara=331}
com.cleaning-company-riyadh	{ara=456}
com.cleaning-company-yanbu	
com.cleaning-dammam	{ara=786, eng=126}
com.cleaning-services-emarat	
com.cleaning-services-emarat	{ara=96, lat=4, eng=6}
com.cleaning-sharjah	{ara=860, lat=9, eng=9}
com.cleaningcompany-riyadh.www	
com.cleaningcompanyjeddah	{ara=1025, eng=1}
com.cleaningcompanyuae	{hun=1, ara=5, eng=3}
com.cleaningdirectory-riyadh	{ara=242}
com.cleaningksa	{eng=40}
com.cleaningpioneers	{ara=579, eng=10}
com.cleaningtaif	{ara=94, eng=10}
com.cleaningto	{ara=163}
com.cleaninguae24	
com.cleanlifesa	
com.clesdunumerique.ar	
com.click4clinic	
com.click4clinic.www	
com.clickemarketing.www	{ara=1164, eng=9}
com.clicktrades	
com.climateinarabic	{ara=191, fas=1, eng=363}
com.clinics-gate	
com.clinido	
com.clinido.blog	{ara=385, lat=4, eng=60}
com.clipearth.www	
com.clock3	
com.cloud-anime.com	
com.club-book	
com.clubhousedb	
com.cmlifecenter	{tur=6, ara=252, kur=1, lat=1, eng=250}
com.cmrc	
com.cmtrading.ar	{ara=304, eng=303}
com.cn-arabia.www	
com.cn.kingtom.ar	
com.cn.kynko.ar	
com.cn.people.arabic	
com.cn.peopledaily.arabic	
com.cn1oa.www	
com.cnbcarabia.www	{tur=1, ara=494, tuk=1, eng=12}
com.cnegypt.www	{ara=221, eng=238}
com.cnewsarab.www	
com.cnewsarab.www	{ces=4, dan=1, ara=1795, kha=1, msa=1, nno=1, jav=1, sco=1, eng=176}
com.cngrandsea.ar	
com.cnivyindustry.ar	
com.cnn.arabic	
com.cnnbusinessarabic	
com.co.egybest	
com.co.losquesaben	
com.coavira	
com.cobone.www	
com.code5sm	{ces=1, glv=1, ara=1198, por=2, glg=1, ind=1, xho=1, nno=1, eng=818}
com.coegawear.ar	
com.coffebreakblog.ar	
com.coingecko.www	{hun=1, swe=1, ara=1, deu=1, eng=17}
com.coins4arab.www	
com.cointelegraph.ar	
com.cointelegraph.ar	{glv=1, ara=745, lit=1, jpn=1, nno=2, eng=262, kor=1}
com.coldwellbanker-eg	
com.coloring-gamess.www	
com.com140	
com.com140	{eng=2}
com.comeandsee.www	{ara=223, heb=13, deu=1, eng=351}
com.comed-co	{ara=332, eng=16}
com.comingeon	
com.commercialsy	{ara=120, eng=63}
com.commeveku	
com.company-ksa	
com.companyksa	{ara=123, eng=1}
com.companysetupinuae	{ara=16, eng=17}
com.compass-autoparts.ar	
com.compu-car	
com.compumarts.www	{ara=69, eng=69}
com.computer-wd.www	{nor=1, dan=1, ces=7, ara=1768, por=1, fra=1, fao=1, hat=1, nno=1, lat=3, eng=1169}
com.computergii	
com.computex2buy	
com.concourstunisie	{ara=989, fra=996, eng=162}
com.condaianllkhir.www	{ara=121, hau=4, eng=117}
com.conditions-ar	
com.contact-madinaty.www	{ara=1200, eng=649}
com.contactcars.www	
com.contestfx.www	
com.contratllamada	
com.conyworld	
com.cook-ad	
com.cooking-kings.www	{tur=1, ara=543, spa=2, kha=1, bos=12, snd=1, mfe=1, eng=468}
com.cookinsta	
com.cooks7	{eng=1}
com.cookwd.www	{ara=474, msa=1, eng=57}
com.coopmaroc	
com.copanetarab.www	
com.coponly	
com.copt4g	{dan=1, zul=2, ara=565, eng=564}
com.copts-united	{ara=389, deu=1, eng=367}
com.copts-united.www	{tur=1, ara=1991, fra=1, deu=1, bos=1, eng=220}
com.coptstoday.www	
com.coralperfumes.ar	
com.coreiten	{dan=2, ces=3, ara=674, mlg=1, sco=1, lat=2, eng=527}
com.coreiten.www	
com.corepaedianews	
com.corner-corner	
com.corner-ksa.www	{ara=137}
com.coronaarab	{ara=119, deu=119, eng=119}
com.corsatmasr	
com.corsatoka.www	
com.cosmetic-tube.www	
com.cosmolifekw	
com.cosstores.ae	
com.cosstores.kw	
com.costumeworldme.ar	
com.cotonyat	
com.cottonilegypt	{ara=2, eng=2}
com.cottonilshop	
com.coubonfree	
com.country-tools	{eng=100}
com.coupon-code-discount	{zho=1, eng=13}
com.coupon-free	
com.coupon4sales	
com.coupon5sm	{ces=2, ara=750, oci=1, msa=1, orm=1, eng=461}
com.couponaraby	
com.couponatactive	{tur=1, som=2, dan=2, kin=1, ara=1197, oci=7, fas=4, xho=5, eng=260}
com.couponatshop	{ara=740, orm=1, eng=85}
com.couponatstore	{dan=1, ara=401, lat=1, eng=360}
com.couponatt	{dan=1, hmn=1, ara=166, xho=1, eng=57}
com.couponcodes4u	{ind=1, eng=1}
com.couponcodes4u.ae-en	
com.couponcodesup	
com.couponelk.www	{ara=276, eng=1}
com.coupongizer	{ara=252, xho=1, eng=266}
com.couponhala	{ara=89, fas=1, bre=1, eng=6}
com.couponnat	
com.couponnearme.ar	
com.couponnoon	{ara=229, lat=1, eng=23}
com.couponsah	
com.couponsah	{ara=250, cym=3, lat=1, eng=47}
com.couponsahl	
com.couponsaudi	{ara=717, bre=1, eng=76}
com.couponsksa	
com.couponsstation	{kha=1, orm=3, pol=2, afr=4, tsn=1, dan=3, ara=843, bre=4, deu=1, kir=1, fas=3, hat=5, msa=2, uzb=5, lat=2, eng=843}
com.couponswadi	{ara=1375, fra=1, pus=1, eng=207}
com.couponwafir	{ara=100, eng=78}
com.couponwaly	{ron=1, ara=504, bre=1, kha=2, fas=11, afr=4, eng=333}
com.couponyalla	{ara=1}
com.couponyok	{ara=531, oci=4, eng=208}
com.coursdroitarab.www	{ara=416, fra=16, cat=1, eng=6, kor=1}
com.course-english.www	{ara=258, eng=94}
com.courses-lectures	
com.courses4arab	{dan=5, ara=20, eng=20}
com.courseset	
com.courseset.www	
com.courseshome.www	
com.courseshome.www	{zho=2, ara=33, eng=120}
com.courssoft.www	
com.cover-sd.www	{ara=228, eng=2}
com.coxcableoffers	
com.coxcableoffers	{ara=285, eng=185}
com.cozyholic.www	
com.cpunano	{dan=2, ara=298, epo=1, kha=1, hat=17, lat=5, eng=233}
com.cqnet8	
com.cr-halal.www	
com.craftchildren.ar	
com.crafty4all	
com.crateen.www	
com.cratestore	
com.crazy-net	{ara=213, glg=1, lat=2, eng=213}
com.crazy9amerz.www	
com.crazygames.ar	
com.create-answer.www	
com.create3dmodel	{dan=1, ara=496, rus=408, kin=1, eng=48}
com.creative-inception	
com.creativity55.www	
com.credenza-furniture	{swe=1, spa=6, fin=2, nor=1, ara=283, rus=10, por=1, fra=10, deu=4, ita=1, slv=1, eng=283}
com.crochetcafe1gf	
com.crocsgulf.ar-ae	{ara=309, slk=2, eng=313}
com.crowdmap.syriatracker	{ara=920, deu=1, jpn=1, msa=1, kor=153, eng=918}
com.crunchyroll.www	{eng=48}
com.cryp2day.www	
com.crypto-horizon	{ron=1, dan=2, ara=422, tso=1, crs=1, tat=1, ind=1, sco=1, eng=49}
com.crypto-light.www	
com.cryptoarabe.www	{ces=1, ara=260, gla=1, ind=1, eng=210}
com.cryptoblarabi	{dan=3, ces=1, ara=351, kin=1, bos=1, eng=350}
com.cryptonews.ar	
com.cryptostrongylus	{ara=315, por=1, fra=1, heb=1, spa=1, ind=1, eng=203}
com.crystel-cleaning	
com.crystel-cleaning	{zul=1, ara=166, eng=96}
com.cs-trucks.ar	
com.csak-min	
com.csceramic.ar	
com.csnetgames	
com.csregypt.www	
com.csslgaza	
com.csslgaza	{dan=1, ara=574, fra=18, deu=5, swa=1, lat=1, eng=574}
com.ctckw.www	
com.ctckw.www	{ara=1}
com.ctechnician.www	{zho=1, spa=1, nld=2, nno=1, dan=6, tur=1, ara=482, rus=1, por=5, fra=1, lat=1, jav=1, ind=1, eng=49}
com.cuisinelailakamil.www	
com.culturalhumanitarianassociation	{dan=2, ara=140, fra=1, eng=132}
com.cupholic.www	
com.cupindy.www	
com.cupofblogging	
com.cupoflatte	
com.curexmed.www	{ara=245, eng=105}
com.curlsboutik	
com.curlsboutik	{dan=1, ara=29, lat=6, eng=274}
com.currency-now.www	{ara=520, pus=10}
com.currency-price.www	{ara=357, eng=4}
com.currencyc.www	
com.cursati.www	{ara=784, eng=62}
com.cutestat.www	
com.cvbankye	
com.cwksu.www	{ara=116, eng=78}
com.cyber-arabs	{ara=8, eng=7}
com.cyemen.www	
com.cyprus-pal	{srp=1, ara=584, kin=1, ell=2, eng=242}
com.cysend.www	
com.d-3elm	
com.d-maps	{zho=1594, hun=3, bel=8, ben=2, hin=1095, pus=15, dan=35, div=1, tur=2, lin=7, som=6, rus=116, oci=8, fra=320, fao=6, deu=313, ita=257, dzo=1, sot=1, lao=7, ukr=1, hau=7, glg=25, ile=2, ell=4, spa=267, tat=2, mlg=3, hrv=10, nno=2, khm=7, slk=31, mya=3, cym=73, amh=2, eus=1, pol=18, aze=5, ron=2, ces=12, ara=371, kin=5, por=169, aar=1, cat=8, kal=1, kas=1, ind=31, eng=977, grn=5, urd=4, sna=5, jpn=140, war=89, tha=8, afr=11, srp=2, hye=7, nya=3, msa=3, swa=12}
com.d-maps.www	{hun=10, zho=4103, isl=1, cos=3, bel=172, fin=28, tuk=3, hin=2802, pus=13, lin=18, som=5, dan=15, div=1, tur=10, rus=371, vie=1, fra=772, oci=2, deu=681, wol=2, ssw=1, lit=2, ita=751, nep=4, fas=21, tir=42, yor=6, ukr=1, hau=17, jav=1, lav=1, gle=1, glg=27, ell=93, spa=637, hrv=22, nno=2, khm=11, slk=114, mya=3, cym=331, amh=52, bos=2, sqi=1, roh=3, pol=139, aze=2, tsn=30, ron=7, ces=45, ara=761, kin=16, uig=9, por=448, aar=16, kir=79, cat=3, sin=5, tgk=1, kas=1, ind=17, eng=2793, grn=31, mri=1, urd=9, nld=10, sna=7, war=126, jpn=486, tha=11, afr=31, srp=11, hye=10, aka=1, ibo=1, nya=13, bul=3, msa=4, swa=31}
com.d3w	
com.da5m	
com.daaarb	{ces=1, ara=1992, fra=1, heb=1, nld=1, ita=1, eng=1966}
com.daafoor	{ara=899, fra=3, aym=1, nya=1, msa=1, eng=234}
com.daalacademy	{ara=592, eng=587}
com.daanah	
com.dabador	
com.dabapress	{ara=284, fra=1, eng=98}
com.daddyoffers	
com.dade24	{ara=583, fra=2, eng=3}
com.daemtube.www	{ces=3, ara=116, slk=1, kha=1, nld=1, eng=19}
com.daftra.docs	{ara=252, eng=141}
com.dahab-clean	{ara=84, eng=1}
com.daheeh.www	
com.dahershield	
com.dahieh4all	
com.dahiyah	
com.dahsolarpv.ar	
com.daiguardami	
com.daikin-ksa.www	{dan=1, ara=287, lat=1, eng=552}
com.daikinmea.www	{dan=1, ara=264, fra=243, lat=3, eng=499}
com.dailybeirut	{ara=2, fra=1, eng=2}
com.dailyforex.arab	{dan=1, ara=347, eng=90}
com.dailyjournal48	
com.dailymealz	{ara=68, msa=1, eng=56}
com.dailymedicalinfo	{ara=2171, lat=1, eng=1615}
com.dailymedicalinfo.doctors-ae	{eng=1}
com.dailymedicalinfo.doctors-jo	{eng=1}
com.dailymedicalinfo.pets	{eng=8}
com.dailymotion.lrpapi	
com.dailymotion.www	{bih=1, zho=8, hmn=1, fin=2, pol=1, hin=8, kor=10, tur=4, ron=1, dan=2, rus=5, ara=35, por=2, vie=9, fra=44, deu=3, ita=1, mar=1, eng=34348, san=1, tam=1, ell=2, spa=2, jpn=33, tha=1, mfe=1, slk=1}
com.dakahliaikhwan	{ara=190, bos=2, eng=40}
com.dakahliapulse.www	
com.dakar.www	{ile=2, spa=179, nld=1, pol=4, nor=1, dan=2, ara=122, por=1, fra=217, smo=1, lit=1, ita=6, cat=3, eng=511}
com.dakhlanews	
com.dakhlaplus	{ara=190, eng=245}
com.daktna.www	
com.daktoori.www	{ara=23, eng=14}
com.daleeeel.www	{glg=1, run=1, aze=1, nno=1, ces=3, nor=1, som=1, ara=700, mlt=1, wol=1, ita=2, sot=1, msa=9, uzb=1, hau=2, sco=1, lug=1, eng=613}
com.daleel-coupons	{hun=1, ara=107, xho=1, eng=28}
com.daleel-uae	{ara=98}
com.daleelkinturkey	{dan=1, tur=88, ara=472, ita=1, est=1, eng=380}
com.daleelnajran	
com.daleelnajran	{eng=57}
com.dalelkw.www	
com.dalil-alkuwait	{ara=402, eng=403}
com.dalil-e3lank.eg	
com.dalil-e3lank.eg	{ara=69, eng=13}
com.dalil-e3lank.kw.www	
com.dalil-e3lank.sa	{ara=161, slk=1, eng=5}
com.dalil-msr	
com.dalil-rest-cafes-eastern.www	{ara=113, kas=1, pus=1, eng=1}
com.dalil1808080.sa	{ara=103, eng=11}
com.dalil1808080.www	{ara=9073, uig=9, ell=1, eng=1454}
com.dalilaldwaa	
com.dalilalkhaleej	
com.dalilaltelmidh.www	{fra=610, ara=668}
com.dalilarab.www	
com.dalilbusiness.www	
com.daliliran	
com.dalilk.www	
com.dalill-kuwait	{ara=193, eng=1}
com.dalilmadina.www	{ara=161, fra=12, deu=11, urd=1, ita=4, war=19, eng=255}
com.dalilmatajer	{ara=199, eng=3}
com.dalilmsr	
com.daliluk	{ara=190, heb=2, eng=14}
com.dallalonline.www	
com.daluat-alkhalej	
com.damamwork	{ara=93, eng=81}
com.damapedia	{ara=265, eng=265}
com.damas-mariage2	
com.damascusv	{ara=28, heb=1, eng=28}
com.damasjewellery.www	{ara=470, msa=1, eng=868}
com.damaspost2	{ara=867}
com.damasturk	{srp=7, tur=472, ara=265, rus=146, fra=135, fas=114, eng=191}
com.damaswiki.www	
com.damazzle	{eng=1196}
com.damdomy	{ara=268, eng=268}
com.dammam-clean	{ara=329, eng=12}
com.danagas.www	{eng=266}
com.danger-species-erbij	
com.danmark-24	
com.daqahlia	{ara=253, eng=2}
com.daqiqahnews	{ara=449, eng=3}
com.dar-albashaer	{ara=144, eng=87}
com.dar-alketab.www	{ara=1793, eng=20}
com.dar-almajd.www	
com.dar-el3lm.www	{ara=461, fra=4, eng=20}
com.dar-waraq	{ara=214, por=2, eng=213}
com.daradahriah	{ara=346, eng=341}
com.daraj	
com.daralameer	{ara=33}
com.daralhadabaegypt.www	{ara=22, eng=1}
com.daralkhayal	{ara=102, urd=1, eng=102}
com.daralnahda	{ara=239, eng=234}
com.daralsaadco	
com.daralsalam	
com.daralsalam.www	
com.daralsaqi	{ara=668, fra=3, eng=1}
com.daralsaqi.www	{ara=565, fra=1, eng=1}
com.daralshefa	{ara=1, eng=1}
com.darannor	{ara=237, eng=237}
com.darashjar	
com.darbahora.news	
com.darbahora.nws	
com.dardawen	{ara=125, eng=73}
com.darelhilal	{ara=1981, eng=6}
com.darelhna.www	{ara=1}
com.darelmachreq.www	{ces=1, ara=336, fra=46, deu=1, eng=156}
com.darelrahma-eg	{ara=455, eng=2}
com.daribnhazm	{fra=1, ara=64}
com.darinebeauty.www	
com.darkhabr.www	{ara=186}
com.darmolhimon	
com.darmsr	
com.darmsr.www	
com.daroid	{eng=1}
com.darrabieshop	{ara=104, eng=104}
com.darruaabh	
com.darsenglizy.www	{ara=1146, eng=120}
com.darshghf	{snd=3, ara=69, eng=31}
com.darshghf.www	{snd=4, ara=139, eng=89}
com.darshoaa	{ara=230, nya=1, est=221, eng=224}
com.dartaiba.www	
com.daruabeeabdilmalik.www	{gle=1, bos=9, nld=210, som=3, ara=654, aar=68, fra=193, msa=25, uzb=1, hau=1, xho=1, eng=659}
com.darwishpost.www	
com.daryj	
com.daryj	{zho=93, swe=1, eus=2, bel=1, tuk=1, hin=1, dan=3, ara=1, rus=62, por=1, fra=1, deu=1, fas=237, uzb=1, ind=1, lat=2, eng=259, spa=4, jpn=3, tha=1, nno=1, glv=1, srp=2, slk=1, ltz=1, cym=2, lug=1}
com.dashkitshop	{fra=99, deu=1, spa=1, eng=1}
com.dasmannews	
com.date-converter.www	{gle=1, grn=1, mri=2, est=1, snd=1, run=1, tuk=3, tur=84, ara=356, aar=1, ita=1, sot=2, msa=1, lug=1, eng=105}
com.date-today	{ara=17, eng=19}
com.datehijri	{swe=2, ell=2, est=1, jpn=1, ben=1, tuk=1, tha=1, hrv=1, kor=1, dan=1, ara=641, khm=1, kin=1, por=4, hye=1, deu=2, lit=1, ita=1, bul=1, lao=1, slv=1, ind=1, eng=407}
com.david-former-plan	
com.davidjouteur	
com.davidjouteur	{dan=1, ara=397, xho=1, nld=1, eng=295}
com.dawahmemo	{dan=4, ara=276, eng=77}
com.dawahmemo.www	{dan=6, ara=391, por=1, eng=103}
com.dawahskills.ar	{ara=701, bos=2, eng=17}
com.dawatjournal	
com.dawliacars	{som=1, ara=592, eng=373}
com.dawrinews.www	
com.dawriplus.www	
com.dawsat	
com.dbassa	
com.dc24news.www	
com.dcard-store	
com.dddating.www	
com.deal-tr.www	{tur=118, ara=36, rus=22, eng=141}
com.dealatcity	
com.dealifnd	
com.dealnest	{eng=3}
com.dealtanews	
com.dear-lover.ar	{ara=3, eng=3}
com.dearbornblog	
com.debajo-precisely-konnyen	
com.decalac	
com.decor-egypt	{ara=173}
com.decor-souq	
com.decor-souq	{ara=1, lat=1, eng=1}
com.decor30	
com.decor4uae.www	
com.decorach	
com.decoracionalcazaba.ar	
com.decoraldar	{ara=119, eng=19}
com.decorexpro.arn	
com.deellstore.www	
com.deep-lab.www	{ara=294, kha=1, eng=284}
com.deepmaterialar.www	
com.deepotech	{ara=541, aar=1, fra=1, smo=1, bos=4, pol=10, lat=1, nno=1, eng=313}
com.deetharhome	{ara=68, eng=68}
com.defacto.www	{kaz=2, spa=1, kur=1, aze=41, bak=1, dan=37, srp=9, tur=2, ara=897, rus=70, por=3, fra=223, kir=1, eng=1406}
com.defense-arab	
com.defense-arabic.www	
com.defensehere.www	
com.degene-dost	
com.deirammar.www	
com.deirammar.www	{tur=1, ara=190, eng=182}
com.deliil.www	{ara=1372, ita=1, eng=1}
com.delivery44.www	{ara=214, eng=11}
com.deliverykuwait	{ara=74}
com.delmonpost.www	{ara=45, eng=26}
com.deltawy	{ara=204, eng=20}
com.deminasi.fans	
com.deminasi.feat	
com.deminasi.lazcy	
com.deminasi.zo	
com.denen-quelle	
com.dentrotheplusieurs	
com.deprovence.www	
com.deraalganoob	{ara=196}
com.deraban.www	
com.deriesha	{ara=236}
com.dermaboost360-funciona	
com.dermazonestore.www	{ara=21, eng=21}
com.deseodiga	
com.desguide	
com.desiserialonline.a	
com.desiserialonline.b	
com.dess-nastexas	
com.destinationksa	
com.destinationksa	{zul=1, dan=2, ara=924, por=1, deu=1, eng=1639}
com.deswegenwalter	
com.detecteurmaroc	
com.detectionwaterleaksriyadh.www	
com.dettom	
com.deutsch-ar	
com.deutsch-lern.www	{dan=2, ara=150, ile=1, deu=120, xho=1, eng=150}
com.deutschfuraraber.www	{dan=2, ara=90, por=1, ltz=1, deu=90, eng=48}
com.developer-eg	{dan=1, ara=567, por=1, slk=1, bre=1, spa=1, msa=2, nno=6, ind=1, xho=1, eng=527}
com.developers-eg	{ara=744, eng=453}
com.devtools360	{hun=2, swe=1, zho=429, hmn=45, sqi=1, fin=2, pol=6, hin=767, kor=3, ron=3, dan=9, tur=21, ara=778, rus=99, kin=1, por=7, vie=26, bre=2, fra=11, deu=15, lit=1, ita=15, ukr=65, hau=1, ind=50, lat=5, eng=1045, san=1, gle=1, nld=38, sna=1, jpn=51, nno=17, khm=50, slk=2, msa=1, slv=4}
com.devxpe.www	{ara=16, eng=16}
com.deyaralnagab	{ara=511, eng=1}
com.dhakirti.www	
com.dhgate.ar	
com.dhgate.ar	{ara=1, eng=1}
com.dhliz	{som=1, gle=3, ara=2014, aar=4, fra=1, kir=1, snd=4, tha=1, kas=1, pus=3, eng=2142}
com.dhofari.www	{ara=944, eng=936}
com.dhuhaa	
com.di4sr.www	{ara=154, eng=139}
com.diab-info.www	
com.diakonia-eg	{ara=141, eng=140}
com.dialneemuch	
com.dialsbook	
com.diar-developments	{ara=136, eng=232}
com.dibbin-kw.www	{eng=100}
com.dibeen.www	{ara=5, eng=5}
com.dietglamor-eg	
com.dietglamor-eg	{eng=83}
com.dietglamor-sa	
com.dietglamor-sa	{eng=3}
com.difa3iat.www	{srp=1, ara=1988, ell=6, heb=2, deu=1, bos=6, mlg=1, lat=9, eng=281}
com.digital-aarena	
com.digitalnexa.www	{ara=72, lat=9, eng=342}
com.digitalpakistanconference.www	
com.dilaish	
com.dima-love	
com.dimajadid	
com.dimanche-cafesrandu	
com.dimaschool.www	
com.dimyth.ar	
com.dina-movingfurniture	{ara=282}
com.ding.www	
com.diplomogoznak	
com.diqqa	
com.dir-pod	
com.dirasaabroad.www	{ara=424, eng=44}
com.dirasalive.www	
com.dirassataldokturah.www	
com.dirassatalqanon.www	
com.dirassatmajstairidarataemal.www	
com.dirassti.www	
com.directferries.ar	{swe=3, cos=12, sqi=1, roh=2, pol=1, tur=1, zul=1, nor=2, som=2, dan=26, ara=356, por=3, deu=74, ita=3, ind=3, lat=1, eng=301, san=1, glg=2, kha=1, mri=1, war=10, hrv=1, nno=22, slk=7, msa=4, xho=1}
com.directionsproperty.www	
com.ditropans	
com.divanostores.www	{dan=1, ara=68, lat=8, ita=1, eng=63}
com.divessi.www	{swe=157, zho=277, hun=129, heb=126, fin=115, pol=128, kor=129, dan=140, tur=147, ces=139, ara=139, rus=139, kin=4, por=324, vie=122, fra=140, deu=171, ita=129, fas=124, ukr=139, ind=139, lat=1, eng=3315, grn=11, glg=1, ell=134, spa=140, nld=167, jpn=164, tha=131, afr=46, hrv=128, srp=130, slv=412}
com.diwan-ps	
com.diwanalarab	
com.diwanalarab.mail	
com.diwanalarab.www	
com.diwanbooks.www	
com.diwanegypt	
com.diyafa-aljazi	{ara=140, eng=2}
com.diyarabia	
com.diyaruna	
com.dizainall.ar	
com.djalia-dz.www	
com.djazairouna.www	
com.djeddour.www	
com.djidji07.www	
com.djidji07.www	{dan=3, ces=1, ara=709, por=2, glg=1, fra=1, spa=2, fij=674, eng=701}
com.djmasry.www	
com.dkhlak	
com.dlalabroker.www	{ara=139, msa=1, eng=53}
com.dleelps	{ara=392, heb=1, eng=3}
com.dlilalmtfqn.www	{ind=10}
com.dlileg	
com.dlilm	
com.dlilm.www	
com.dlils	{ara=57, jpn=1}
com.dlilturkey.www	
com.dliplace.www	
com.dliplace.www	{dan=1, tur=5, nor=1, ara=425, aar=2, ita=1, msa=2, swa=1, hau=1, jav=1, ind=1, eng=437}
com.dlistories.www	
com.dlmediafire.www	
com.dlutech.www	
com.dlwaqty	{dan=2, ara=1004, smo=5, eng=568}
com.dmbrom.www	{eng=51}
com.dmcmedco	{ara=232, eng=36}
com.dmiana-church.www	{ara=222, eng=204}
com.dnbforexpriceaction.ar	
com.dnw-machine.ar	
com.do-rr.www	{ara=212, bos=1}
com.do3atalsham.www	{tur=2, ara=401, bos=1}
com.doaah.www	
com.doaah.www	{ara=1145, rus=2, spa=1, urd=1, bos=25, eng=515}
com.doaamoslem	
com.doaatv	{nor=1, ara=469, msa=1, eng=469}
com.docspert.www	{ara=10, eng=21}
com.doct7op	{eng=41}
com.doctor-m	
com.doctorak	
com.doctornewsweb	
com.doctornewsweb	{ara=1182, eng=11}
com.doctorqshop.ar	
com.doctoruna.ae	
com.doctoruna.eg	
com.doctoruna.sa	
com.documantal.services	
com.doddah.www	
com.dodoostore.www	
com.dodoostore.www	{eng=21}
com.dodoskin.www	{eng=2}
com.doenglishi.www	
com.dog-mire	
com.dokanads	
com.dokansa.www	
com.dokopylochpareil	
com.dolcegabbana.boutique	{zho=4, jpn=1, orm=5, ita=1, eng=5}
com.dom15.www	{ara=106}
com.domandemyslelaenfermedad	
com.domyate.www	{ara=280, ind=17, eng=260}
com.don-probabilmente	
com.donia-almla3b	
com.doniaalyoum	
com.doniapress	
com.donner-singt	
com.donyayadonya	{ara=252, eng=7}
com.doobzi	
com.dorhaba	{ara=216, heb=224, kha=5, pol=1, lat=1, eng=148}
com.dorosstech.www	
com.dorratalazle	
com.dorusonline.www	
com.dosportarabia	
com.dosportarabia	{ara=101, eng=101}
com.dotalkhalij	{ara=1398, eng=6}
com.dotgulf	
com.dotmsr.www	
com.dotmsr.www	{ara=708, eng=3}
com.dotspoort	
com.dottlemon	
com.douguivlogs.www	{ara=16, eng=15}
com.douibweb.www	{ces=1, ara=115, eng=17}
com.douis2018.www	
com.douis2018.www	{eng=69}
com.doukkalamedia24	
com.douknowturkey	
com.douroussi	{ara=1}
com.down-plus	
com.downfreepro.www	
com.downgamespc	{ces=1, ara=258, cos=3, msa=4, sco=1, lat=1, eng=171}
com.download-date-history-pdf-ebooks	{ara=776, fra=3, ita=1, eng=696}
com.download-islamic-religion-pdf-ebooks	{tur=1, ara=327, vie=1, fra=1, spa=2, bos=11, ita=1, fas=2, msa=1, eng=291}
com.download-library-pdf-ebooks	{hun=1, spa=15, bos=7, zul=1, nor=1, tur=2, ces=1, ara=756, rus=2, por=1, fra=7, deu=2, ita=1, eng=714}
com.downloadarab.www	
com.downloadastro.ar	
com.downloadbestsoftware	
com.downloadiz2.www	{ara=440, rus=1, pol=1, eng=397}
com.downloadmubasher	
com.downloadpcgames6.www	{ara=240, bre=1, cos=2, est=1, nno=1, sco=1, eng=118}
com.downloadprogramsapps	
com.downloadsarab.www	{ara=127, eng=55}
com.downloadwb.www	
com.downzen	
com.downzen	{que=1, bis=1, kor=1, dan=8, ces=3, ara=1155, kin=4, por=6, aar=1, fra=1496, deu=126, wol=1, fas=1, ina=1, lat=4, sco=10, ind=1, eng=4321, san=1, ile=13, mri=1, spa=157, nld=1, nno=7, msa=1}
com.dowwr.ae	{ara=79, eng=7}
com.dowwr.eg	{ara=11, eng=1}
com.doxllc	
com.doxllc	{eng=2}
